brand,store_name,banner_stated,format,status,street,city,state,zip,phone,venue,source_url,format_basis,flag,correction,captured_on,source_file
J.McLaughlin,,,own-door,open,103 N. Broad St,Thomasville,GA,31792,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,3750 Wailea Alanui Dr Space EW16,Kihei,HI,96753,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,520 Fourth St E Unit 102,Sun Valley,ID,83340,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,29 South Third St,Geneva,IL,60134,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,53 S Washington St,Hinsdale,IL,60521,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,261 Market Square,Lake Forest,IL,60045,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,216 S Main St,Naperville,IL,60540,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,567-A Lincoln Ave,Winnetka,IL,60093,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,5611 N Illinois St,Indianapolis,IN,46208,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,120 Summit at Fritz Farm Space #120,Lexington,KY,40517,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,3935 Chenoweth Square,Louisville,KY,40207,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,3954-3956 Magazine St,New Orleans,LA,70115,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,13 Main St,Andover,MA,01810,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,34 Charles St,Boston,MA,02114,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,632 Main St,Chatham,MA,02633,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,55 Boylston St,Chestnut Hill,MA,02467,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,14 Walden St,Concord,MA,01742,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,43 Main St,Edgartown,MA,02539,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,124-132 North St,Hingham,MA,02043,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,11 Central St,Manchester by the Sea,MA,01944,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,39 Market Street,Mashpee,MA,02649,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,1 Salem St,Nantucket,MA,02554,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,827 Main St,Osterville,MA,02655,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,12 Church St,Wellesley,MA,02482,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,181 Main St,Annapolis,MD,21401,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,4851 Bethesda Ave,Bethesda,MD,20814,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,7623 Bellona Ave,Ruxton,MD,21204,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,201 S Talbot Street,St. Michaels,MD,21663,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,2178 Post Rd,Wells,ME,04090,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,17121 Kercheval Ave,Grosse Pointe,MI,48230,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,245 E Main St,Harbor Springs,MI,49740,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,2801 W Big Beaver Rd Ste J-220,Troy,MI,48084,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,3360 Galleria,Edina,MN,55435,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,743 E Lake St,Wayzata,MN,55391,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,1590 Clarkson Road,Chesterfield,MO,63017,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,4703 Broadway,Kansas City,MO,64112,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,1508 South Lindbergh Blvd,St. Louis,MO,63131,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,4500 I-55N Ste 182,Jackson,MS,39211,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,"95 US 64 West, Building 3",Cashiers,NC,28717,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,702 Meadowmont Village Cir,Chapel Hill,NC,27517,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,6815-D Phillips Place,Charlotte,NC,28210,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,624 Jetton St Suite 150,Davidson,NC,28036,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,301 State St,Greensboro,NC,27408,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,318 Main St,Highlands,NC,28741,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,4209-121 Lassiter Mill Rd,Raleigh,NC,27609,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,132 NW Broad St,Southern Pines,NC,28387,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,1900 Eastwood Rd,Wilmington,NC,28403,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,117 A Reynolda Village,Winston-Salem,NC,27106,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,2501 South 90th St Suite 110,Omaha,NE,68124,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,33 S Main St,Hanover,NH,03755,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,84 Bridge Ave,Bay Head,NJ,08742,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,21 Sheridan Ave,Ho-Ho-Kus,NJ,07423,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,1107 Mt Kemble Ave,Morristown,NJ,07960,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,17 Witherspoon St,Princeton,NJ,08542,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,15 West River Rd,Rumson,NJ,07760,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,1306 3rd Ave,Spring Lake,NJ,07762,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,10 Beechwood Rd,Summit,NJ,07901,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,219 Bellevue Ave 1st Floor,Upper Montclair,NJ,07043,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,44 Elm St,Westfield,NJ,07090,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,629 Old Post Rd,Bedford,NY,10506,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,2442 Montauk Highway,Bridgehampton,NY,11932,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,75 Pondfield Rd,Bronxville,NY,10708,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,179 Seventh St,Garden City,NY,11530,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,251 Main St,Huntington,NY,11743,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,1935 Palmer Ave,Larchmont,NY,10538,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,594 New Loudon Rd,Latham,NY,12110,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,15 Forest Ave,Locust Valley,NY,11560,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,3282 Franklin Ave,Millbrook,NY,12545,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,1004 Lexington Ave,New York,NY,10021,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,6423 Montgomery St. Suite 4,Rhinebeck,NY,12572,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,2922 Monroe Ave,Rochester,NY,14618,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,54 E Genesee Street,Skaneateles,NY,13152,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,2 Jobs Lane,Southampton,NY,11968,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,54100 Main Road,Southold,NY,11971,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,2714 Erie Ave,Cincinnati,OH,45208,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,30650 Pinetree Road,Pepper Pike,OH,44124,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,19041 Old Detroit Rd,Rocky River,OH,44116,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,1750 West Lane Ave Ste 105,Upper Arlington,OH,43221,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,6482 Avondale Dr,Nichols Hills,OK,73116,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,379 Lancaster Ave,Haverford,PA,19041,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,1500 Washington Rd Space 1202,Mt. Lebanon,PA,15228,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
J.McLaughlin,,,own-door,open,200 S State St,Newtown,PA,18940,,,https://www.jmclaughlin.com/pages/store-locator,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
