brand,tee_low,tee_high,polo_low,polo_high,dress_shirt_low,dress_shirt_high,jeans_low,jeans_high,dress_pants_low,dress_pants_high,sweater_low,sweater_high,outerwear_low,outerwear_high,shoes_low,shoes_high,not_a_staple,search_url,store_used,currency_basis,status,source,note
Paul & Shark,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,350,795,745,3165,410,690,-,SKIP,https://www.paulandshark.com/en_US/us/,USD,complete,https://www.paulandshark.com/en_US/men/fall-winter-collection/knitwear/ | https://www.paulandshark.com/en_US/men/fall-winter-collection/outerwear/ | https://www.paulandshark.com/en_US/men/accessories/shoes/ | https://www.paulandshark.com/en_US/wool-crew%E2%80%91neck-sweater%2C-garment-dyed/99311047-664.html | https://www.paulandshark.com/en_US/cashmere-crew%E2%80%91neck-sweater/99311039-050.html | https://www.paulandshark.com/en_US/ultralight-microfiber-blouson/16312613-306.html | https://www.paulandshark.com/en_US/cashmere-blouson-with-suede-details/16312346-090.html,"range shoes: no loafers; men's shoes are sneakers plus one boot - low Aqua Slip-On Sneakers $410, high Leather lace-up boots $690 (listing also injects non-shoe editorial tiles, ignored). Category pages read with sz=1000 (knitwear 153 tiles incl. injected items, outerwear 62); no markdowns seen; PDP prices match tiles. Sweater: low Wool crew-neck sweater, garment dyed $350 (100% wool); high Cashmere crew-neck sweater $795 (100% cashmere). Dearer crew blends exist: Wool and Cashmere Crewneck Sweater with Wool and Silk Details $1,095 (90% virgin wool, 10% cashmere) - not counted as elevated fibre. Outerwear (gilets, overshirts, blazers excluded; Aqualeather is P&S treated real suede/leather): cheapest style with elevated version is the blouson - low Ultralight microfiber blouson $745, high Cashmere Blouson with Suede Details $3,165 (100% cashmere); others: wool/cashmere/Aqualeather suede blouson $1,395-$1,595, Aliseo wool-cashmere $1,795. Bomber alternative: Typhoon Re-4X4 bomber $995 vs Bomber in suede Aqualeather $2,375."
Sease,270,1100,460,650,615,985,755,755,815,1400,1050,2300,3600,6550,NONE,NONE,Shoes,SKIP,https://sease.it/en-us,USD,complete,https://sease.it/en-us/products.json | https://sease.it/en-us/products/ts-titus-white-ts035tj149x33 | https://sease.it/en-us/products/knitted-t-shirt-denim-blue-kr077xg106b82 | https://sease.it/en-us/products/t-shirt-crew-gd-white-tp033tj197n14 | https://sease.it/en-us/products/tennis-polo-neck-mid-blue-wp040tj227b15 | https://sease.it/en-us/products/camicia-classica-bd-2-0-warm-white-si033tn612x33 | https://sease.it/en-us/products/urban-denim-pants-denim-blue-pd001tn708b82 | https://sease.it/en-us/products/high-life-2-0-warm-white-pt047tn548x33 | https://sease.it/en-us/products/high-life-2-0-mid-blue-pt047tn052b15 | https://sease.it/en-us/products/round-neck-pocket-navy-blue-kr078xg104b13 | https://sease.it/en-us/products/dinghy-crew-camel-kr081xg006x02 | https://sease.it/en-us/products/summer-balma-steel-grey-oj068tn701n21 | https://sease.it/en-us/products/balma-jacket-2-0-oyster-os078tn373n41 | https://sease.it/en-us/products/saharan-shirt-military-green-si046tn542g34,"Shopify Markets (USD active, rate 1.170348) but /en-us/products.json and root feed return identical prices (687 products); PDP check Fine Knit Turtle Neck shows $1,850.00 USD = feed; chosen items confirmed live via .js. No markdowns on chosen items. Men's only (women's Tennis Crew, Arden, Altai etc. excluded); Amos (Safari Rally collab) excluded. Tee (analogous rule): low Ts Titus $270 (cotton jersey, round neck); high Knitted T-Shirt $1,100 (Sea Island cotton, short-sleeve crew, confirmed from image) - jersey-only high is Runner T-Shirt $580 (virgin wool); Waffle Short Sleeve crewneck knit $1,200 not counted. Polo (analogous rule, short-sleeve knit): low T-Shirt Crew Gd $460 (short-sleeve cotton jersey polo with ribbed polo collar); high Tennis Polo Neck $650 (short sleeve, image checked); Polo Neck 3.0 $730, Polo Ellen 3.0, Knitted Polo $1,300 and Lasca $1,150 are long-sleeve. Dress shirt: low Camicia Classica Bd 2.0 $615; high Saharan Shirt $985 (silk, classic collar, chest pockets); Camicia Classica BD range $615-$775; New Gate Shirt $1,950 excluded (snap buttons, zip pockets, drawstring hem - overshirt); Fish Tail shirts are v-neck popovers. Jeans (analogous rule): only one 5-pocket-style denim, Urban Denim Pants $755 (low = high); Mindset denim $985 is a drawstring trouser. Dress pants (analogous rule): low High Life 2.0 pleated trouser (stretch cotton) $815, high High Life 2.0 (100% linen) $1,400; Tech Suit Pant $930-$1,200. Sweater: low Round Neck Pocket $1,050 (cotton boucle crew, currently sold out but listed); high Dinghy Crew $2,300 (100% cashmere, reversible); Shore 2.0 cashmere round neck $1,150, Arlo Dinghy $1,800. Outerwear (vests, overshirts excluded): cheapest style with elevated version is the Balma - low Summer Balma $3,600 (virgin wool shell), high Balma Jacket 2.0 $6,550 (100% cashmere, insulated). Alternatives: Armor 3.0 $5,100 vs Armor 2.0 cashmere $5,900. Leather Biker $7,850 and Explorer Shearling $9,750 have no entry version. Shoes: only Sebago shoes ($285, third-party) - no own-label footwear, NONE."
Moncler,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,795,1085,1435,5410,335,1050,-,SKIP,https://www.moncler.com/en-us,USD,complete,https://www.moncler.com/en-us/men/ready-to-wear/sweaters-and-cardigans | https://www.moncler.com/api/MonclerUS/storefront/en_US/SearchApi-Search?cgid=men-ready-to-wear-sweaters-and-cardigans | https://www.moncler.com/api/MonclerUS/storefront/en_US/SearchApi-Search?cgid=men-outerwear | https://www.moncler.com/api/MonclerUS/storefront/en_US/SearchApi-Search?cgid=men-footwear | https://www.moncler.com/en-us/men/ready-to-wear/sweaters-and-cardigans/logo-patch-cotton-sweater-black-L10919C00014M1367999.html | https://www.moncler.com/en-us/men/outerwear/short-down-jackets/moncler-maya-matte-short-down-jacket-grey-L20911A53600539ZD93B.html,"range shoes: no loafers; men's footwear (74 items: sneakers, boots, slides, sandals) - low Moncler Altive Slides / Basile Rubber Slides $335, high Vera Sheal Lace-Up Boots and Peak City Nubuck & Suede Ankle Boots $1,050; Moon Boot x Moncler Grenoble collab ($920) excluded. Data from the site's same-origin SearchApi-Search (counts match pages: knitwear 89, outerwear 406); tile prices on the rendered knitwear page match the API (e.g. Wool Sweater $990.00); no list/markdown prices present. Sweater: low Logo Patch Cotton Sweater $795 (crew neck, 100% cotton); high Textured Cashmere & Wool Sweater $1,085 (crew neck) - note Moncler has no pure or majority-cashmere crewneck; every cashmere crew is 90% virgin wool / 10% cashmere (also Wool & Cashmere Blend Sweater $1,000, Leather Logo Wool & Cashmere Blend $1,055). Grenoble Moose Jacquard alpaca sweater $1,195 not a confirmed crew, excluded. Outerwear (vests, shirt-jackets excluded): no model is sold in both nylon and an elevated material, so the style used is the short down jacket (149 items) - low Acorus Short Down Jacket $1,435 (nylon), high Zerique Shearling & Suede Short Down Jacket $5,410; other elevated short down jackets: Crachin shearling & nappa $5,215, Luray cashmere blend $2,755. Genius/collab pieces (e.g. LoveFrom) excluded."
Ferragamo,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,750,2900,-,NC,https://www.ferragamo.com/shop/us/en,USD,partial,https://www.ferragamo.com/shop/us/en/men/shoes-1/moccasins-1 | https://www.ferragamo.com/shop/us/en/SearchDisplay?searchTerm=jeans | https://www.ferragamo.com/shop/us/en/search?searchTerm=jeans | https://www.ferragamo.com/shop/us/en/men/shoes-1/moccasins-1/balty-cocco-778980,"Shoes from the rendered men's Moccasins and Loafers page (95 products, all loaded via See more products; prices read from displayed tiles, no markdowns shown). Low: Espadrilles loafer $750 (next: Penny loafer $850); high: Moccasin with Gancini ornament (Balty, crocodile leather per product page, navy) $2,900; Tramezza (Ferragamo's premium Goodyear sub-line) included, dearest Tramezza Penny loafer $2,500 - without Tramezza and the exotic, high would be Loafer with Gancini ornament (Caspian Lux) $1,750. Gancini ornament mule excluded; separate Drivers category not included. search_url NC: site search is an in-page overlay that does not change the URL; tested /shop/us/en/search?searchTerm=jeans and ?q=jeans (HTTP 500), /shop/us/en/SearchDisplay?searchTerm=jeans (200 but empty page, no results), /search/jeans and /search-results (404). The overlay itself returned 40 results for jeans."
Giorgio Armani,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,975,2195,1195,9300,745,1395,-,SKIP,https://www.armani.com/en-us/giorgio-armani/,USD,complete,https://www.armani.com/en-us/giorgio-armani/man/clothing/knitwear/ | https://www.armani.com/en-us/giorgio-armani/man/clothing/outerwear/ | https://www.armani.com/en-us/giorgio-armani/man/shoes/loafers/ | https://www.armani.com/en-us/giorgio-armani/stretch-jersey-blouson-cod-3DSB72-SJFJZ-UBUV/ | https://www.armani.com/en-us/giorgio-armani/blouson-jacket-oversized-fit-leather-with-silk-lining-cod-GM004098-AF28789-U8139/ | https://www.armani.com/en-us/giorgio-armani/suede-blouson-with-all-over-rhinestone-monogram-cod-E3SR90-FSP90-920/,"Server-rendered listing pages read with ?page=N; counts match the stated totals (knitwear 95, outerwear 58, loafers 34); rendered page prices match (Icon cashmere interlock crew-neck jumper $1,595); no markdowns shown. Giorgio Armani line only (Emporio/EA7/AX not on these pages). Sweater: low Crewneck sweater in virgin wool with a textured pattern $975; high Knitted jumper with a crew neck in striped cashmere Icon $2,195 (other cashmere crews $1,595). Excluded: Pure cashmere jersey crew-neck jumper $2,695 (labelled Runway), Armani/Archivio SS1981 crew $2,995 (archive reissue), Giorgio Armani for Alanui $2,095 (collab), Giorgio's cashmere-silk crew with rhinestones $3,595 (Giorgio's capsule; would be high if counted), short-sleeved crews. Outerwear (vests excluded): staple = blouson - low Stretch jersey blouson $1,195; high Blouson jacket oversized fit leather with silk lining $9,300 (new season, not labelled Runway). Excluded: Runway-labelled leather blousons $8,900 and $9,400; Suede blouson with all-over rhinestone monogram $19,500 (listed but marked not available online). Next elevated blousons: leather regular fit $6,900, lamb shearling $6,500, nappa $6,200, double cashmere $6,200. Shoes: low Patent leather loafers $745, high Loafer in suede with leather insole $1,395; brushed-leather/suede slippers $1,595 and velvet slip-on shoes excluded as non-loafers."
Missoni,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,880,2130,2220,6440,415,890,-,SKIP,https://www.missoni.com/en-us/,USD,complete,https://www.missoni.com/en-us/men/clothing/knitwear/ | https://www.missoni.com/en-us/men/clothing/coats/ | https://www.missoni.com/en-us/men/accessories/shoes/ | https://www.missoni.com/en-us/crew-neck-sweater-in-wool-with-chevron-pattern-navy-blue-US25WN0YBK01CWS72MH.html | https://www.missoni.com/en-us/cashmere-and-viscose-zig-zag-pullover-beige-US26WN03BC006HS01M6.html | https://www.missoni.com/en-us/wool-and-viscose-bomber-jacket-with-pockets-blue-e-multicoloured-US26WC04BC006FS72QV.html | https://www.missoni.com/en-us/cashmere-and-viscose-bomber-jacket-with-pockets-blue-US26WC04BC006HS72QW.html | https://www.missoni.com/en-us/double-breasted-cashmere-and-viscose-coat-blue-US26WC05BC006HS72QW.html,"range shoes: no loafers; men's shoes are 5 items (espadrilles, sneakers) - low Men's espadrilles $415, high Zigzag fabric sneakers with suede inserts $890. Category pages read with sz=500 (knitwear 41, coats 15, shoes 5 - all counts match); no markdowns; many items are PRE-ORDER (current season, counted). CAPERDONI-labelled pieces excluded as a collaboration. Sweater: low Crew neck sweater in wool with chevron pattern $880 (100% wool); high Cashmere and viscose zig zag pullover $2,130 (85% cashmere, crew neck confirmed from image); pure-cashmere crews $1,180-$1,730; sweatshirts excluded. Outerwear (overshirts, blazers excluded): cheapest style also sold in an elevated material is the coat - low Double knit coat with zigzag pattern / Wool cloth coat with chevron pattern $2,220, high Double-breasted cashmere and viscose coat $6,440 (85% cashmere). Exact same-model pair also exists for the bomber (WC04BC006): Wool and viscose bomber jacket $4,460 vs Cashmere and viscose bomber jacket $4,790."
Etro,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,NC,https://www.etro.com/us-en/search?q=,https://www.etro.com/us-en,NC,complete,https://www.etro.com/us-en/search?q=jeans | https://www.etro.com/us-en/search?q=denim | https://www.etro.com/en-us/search?q=jeans,"Search-URL-only row. US locale path is /us-en/ (the /en-us/ form redirects to /us-en/en-us/search and 404s). 'jeans' passed: 33 items returned, incl. Jeans, Jacquard Jeans, Five-Pocket Jeans; 'denim' returns 50 items. Results page mixes men's and women's."
Versace,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,995,1850,1850,13490,950,1425,-,SKIP,https://www.versace.com/us/en/,USD,complete,https://www.versace.com/us/en/men/clothing/knitwear/ | https://www.versace.com/us/en/men/clothing/jackets-coats/ | https://www.versace.com/us/en/men/clothing/leather/ | https://www.versace.com/us/en/men/shoes/loafers-slippers/ | https://www.versace.com/us/en/men/clothing/knitwear/embroidered-wool-blend-knit-sweater-black/1010534-1A07614_1B000.html | https://www.versace.com/us/en/men/clothing/knitwear/intarsia-cashmere-knit-sweater/1026797-1A19057_1B000.html | https://www.versace.com/us/en/men/clothing/jackets-coats/jackets/embroidered-logo-nylon-blouson-black/1025468-1A17589_1B000.html | https://www.versace.com/us/en/men/clothing/jackets-coats/jackets/embroidered-nappa-blouson/1026980-1A19246_1B000.html,"SFCC category pages read with sz=500; counts match (knitwear 48, jackets & coats 39, leather 22, loafers & slippers 21); tile prices = displayed storefront prices; no markdowns. Sweater: low Embroidered Wool-Blend Knit Sweater $995 (crewneck, 60% wool 30% silk); high Intarsia Cashmere Knit Sweater $1,850 (crewneck, 100% cashmere); dearer Jacquard Wool & Cashmere Knit Sweater $1,990 is 70% wool/30% cashmere, not counted. Outerwear (vests, overshirts, windbreakers-as-type ignored): staple = blouson - low Embroidered-Logo Nylon Blouson $1,850; high Embroidered Nappa Blouson $13,490 (pre-order, no runway label found on page); next elevated blousons: Leather Blouson $8,050 / $7,550, Leather & Nylon Padded Blouson $6,890, Nappa Blouson $4,990, Suede/Leather Blouson $4,950, Cashmere Blouson $3,550. Shoes: low Medusa '95 Leather Loafers (and Croc-Effect) $950, high Guanto Leather Patchwork Loafers $1,425; driver/driving shoes ($795-$895) and velvet/patent slippers excluded as non-loafers."
Dolce&Gabbana,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,995,2045,2045,13500,895,1145,-,SKIP,https://www.dolcegabbana.com/en-us/,USD,complete,https://www.dolcegabbana.com/en-us/fashion/men/clothing/sweaters-and-cardigans/ | https://www.dolcegabbana.com/en-us/fashion/men/clothing/coats-and-jackets/ | https://www.dolcegabbana.com/en-us/fashion/men/shoes/loafers-and-moccasins/ | https://www.dolcegabbana.com/en-us/fashion/men/clothing/coats-and-jackets/fur-bomber-jacket-black-G9CMRLHUPDAN0000.html | https://www.dolcegabbana.com/en-us/fashion/men/clothing/coats-and-jackets/wool-blend-bomber-jacket-blue-G9ASOTFU3QBB0665.html | https://www.dolcegabbana.com/en-us/fashion/men/clothing/sweaters-and-cardigans/round-neck-cashmere-sweater-with-bejeweled-detailing-black-GXX02ZJBW05N0000.html,"PWA storefront; read the server-rendered search state on each category page with ?page=N (sweaters & cardigans 336/336, coats & jackets 192/192, loafers & moccasins 75/75); single US list pricebook, no markdowns; storefront check: Fur bomber jacket PDP displays $13,500 = data. Sweater: low Wool round-neck sweater with branded tag $995; high Round-neck cashmere sweater with bejeweled detailing $2,045 (plain cashmere round-necks $1,445-$1,945); dearer round-necks are wool/cotton (Wool round-neck with embroidery and bejeweled buttons $4,695, Cotton crewneck pullover $3,895) - not elevated fibre. Outerwear (vests, shirts excluded): staple = bomber - low Wool-blend bomber jacket $2,045; high Fur bomber jacket $13,500 (external 100% lambskin, confirmed on PDP); other elevated bombers: nappa leather $8,445, calfskin $7,845, nappa $7,045, lambskin $6,395, sheepskin $5,445, nappa suede $5,295, cashmere $4,195. Denim jackets ($1,295+) have no elevated version. Shoes: only items named loafers counted (7 styles) - low Suede loafers / Brushed calfskin loafers $895, high Calfskin loafers $1,145; the category is dominated by 'slippers' (D&G slip-ons, $385-$1,045+) and drivers, excluded."
Fendi,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,1300,2500,3250,7550,1050,1150,-,SKIP,https://www.fendi.com/us-en,USD,complete,https://www.fendi.com/us-en/man/ready-to-wear/knitwear | https://www.fendi.com/us-en/man/ready-to-wear/sweater-black-wool-pullover-fzx203b1q2f0qa1 | https://www.fendi.com/us-en/man/new-in/sweater-black-cashmere-sweater-fzx221b1ibf0qa1 | https://www.fendi.com/us-en/man/sweater-black-ff-cotton-pullover-fzx051auw0f0qa1 | https://www.fendi.com/us-en/man/ready-to-wear/outerwear | https://www.fendi.com/us-en/man/ready-to-wear/jackets-suits | https://www.fendi.com/us-en/man/shoes/loafers-drivers,"Custom site, US storefront, prices read from rendered category pages (live page and in-origin fetch agree). Knitwear page says 22 Products but shows 12 tiles (counts include colour swatches). Sweater low = Sweater black/navy/gray wool pullover FZX203 $1,300 (slim-fit long-sleeve, ribbed edges); cheaper Sweater FF cotton pullover $1,100 excluded as short-sleeved; high = Sweater black pure cashmere FZX221 $2,500 (only cashmere crewneck; wool ribbed crew-neck sweater with patches is $1,950). Outerwear: style pairing on the blouson (short zip/snap jacket) type, the cheapest style Fendi also sells in leather: low = Blouson in black FF Zucca jacquard nylon FW1470 $3,250 (same FW1470 also in green mackintosh $3,650), high = Blouson in black nappa leather FPJ166 $7,550 (hooded; the only leather blouson; pairing is by style type, not an identical model code). Other Outerwear: nylon bomber $3,650, cotton blouson $3,450, patchwork nylon bomber $6,000, wool and leather parka $6,950, mackintosh trench $5,150, cotton trench $13,850, green patchwork cotton parka $17,350 (plain category range $3,250-$17,350 excluding the two Jeans Shirts); page says 29 Products but shows 12 tiles (colour variants). Shoes: Loafers & Drivers page 7 products: Fendi Ateneo leather loafers $1,050, Fendi Scrunch leather and suede loafers $1,050, Fendi 1996 loafers $1,150, braided leather loafer $1,150; FF Squared Drivers $770 excluded as driving shoe not loafer. No markdowns seen."
